User Device Type,Duration(sec),Paket Loss Rate(Reliability),Packet Delay Budget( Latency(ms)),Bandwidth(GHz),Delay Rate(Mbps),Speed(Mbps),Jitter(ps),Modulation Type,Slice Type
HealthCare,300,0.01,10,38,900,2649,3.30E+07,UFMC,URLLC
HealthCare,240,0.01,28,50,10500,608,1.90E+07,UFMC,URLLC
HealthCare,60,0.01,20,50,900,1407,4.50E+07,UFMC,URLLC
HealthCare,100,0.01,40,40,300,2806,7.70E+07,UFMC,URLLC
HealthCare,60,0.01,25,29,17500,2826,6.50E+07,UFMC,URLLC
HealthCare,300,1.00E-06,25,29,1000,1812,4.50E+07,UFMC,URLLC
HealthCare,240,0.001,10,50,300,1163,1.00E+07,UFMC,URLLC
HealthCare,300,0.001,28,45,10500,2449,7.50E+07,UFMC,URLLC
HealthCare,300,1.00E-06,25,45,10500,1589,4.50E+07,UFMC,URLLC
HealthCare,600,0.01,10,29,300,2866,4.50E+07,UFMC,URLLC
HealthCare,180,0.0001,40,45,17500,1801,3.30E+07,UFMC,URLLC
HealthCare,100,1.00E-06,20,29,17500,1987,1.80E+07,UFMC,URLLC
HealthCare,240,0.001,28,45,1000,2880,2.00E+07,UFMC,URLLC
HealthCare,100,0.01,50,50,900,1894,1.90E+07,UFMC,URLLC
HealthCare,60,0.0001,50,40,10500,2860,7.70E+07,UFMC,URLLC
HealthCare,300,0.0001,50,60,10500,191,3.70E+07,UFMC,URLLC
HealthCare,60,0.001,40,45,1700,2356,4.50E+07,UFMC,URLLC
HealthCare,300,0.01,10,29,10500,2190,4.50E+07,UFMC,URLLC
HealthCare,240,0.0001,50,38,1000,892,6.50E+07,UFMC,URLLC
HealthCare,60,0.01,20,50,1000,2655,2.00E+07,UFMC,URLLC
HealthCare,240,0.01,50,40,900,2419,3.30E+07,UFMC,URLLC
HealthCare,120,1.00E-06,28,50,900,2271,4.30E+07,UFMC,URLLC
HealthCare,100,0.0001,20,50,900,2144,7.70E+07,UFMC,URLLC
HealthCare,600,1.00E-06,50,40,10500,55,7.50E+06,UFMC,URLLC
HealthCare,60,0.01,15,50,300,914,4.50E+07,UFMC,URLLC
HealthCare,600,1.00E-05,10,45,17500,2959,3.70E+07,UFMC,URLLC
HealthCare,60,0.01,25,45,10500,1443,4.30E+07,UFMC,URLLC
HealthCare,100,1.00E-05,28,38,10500,808,4.50E+07,UFMC,URLLC
HealthCare,60,0.001,28,50,1700,871,1.90E+07,UFMC,URLLC
HealthCare,60,0.01,40,45,17500,591,3.30E+07,UFMC,URLLC
HealthCare,60,0.01,20,40,900,1112,1.90E+07,UFMC,URLLC
HealthCare,600,0.0001,20,50,17500,1873,4.30E+07,UFMC,URLLC
HealthCare,60,0.0001,50,60,10500,359,7.50E+07,UFMC,URLLC
HealthCare,180,1.00E-06,20,40,10500,60,3.30E+07,UFMC,URLLC
HealthCare,300,1.00E-05,20,50,1000,1492,3.70E+07,UFMC,URLLC
HealthCare,600,1.00E-06,25,40,900,2725,2.00E+07,UFMC,URLLC
HealthCare,600,0.01,50,30,300,2206,7.50E+06,UFMC,URLLC
HealthCare,60,0.001,50,40,1700,2000,6.50E+07,UFMC,URLLC
HealthCare,120,0.01,15,60,10000,2032,4.50E+07,UFMC,URLLC
HealthCare,60,0.01,28,29,1000,96,4.50E+07,UFMC,URLLC
HealthCare,180,0.0001,28,30,1700,2813,6.50E+07,UFMC,URLLC
HealthCare,300,0.01,50,45,10500,2949,4.50E+07,UFMC,URLLC
HealthCare,600,0.01,25,40,900,2689,7.50E+07,UFMC,URLLC
HealthCare,240,0.01,10,29,900,1196,6.50E+07,UFMC,URLLC
HealthCare,100,1.00E-05,28,29,300,1861,7.50E+07,UFMC,URLLC
HealthCare,600,1.00E-06,28,38,900,1612,4.50E+07,UFMC,URLLC
HealthCare,300,0.01,50,50,10500,1417,1.80E+07,UFMC,URLLC
HealthCare,300,1.00E-06,20,30,1000,2604,2.00E+07,UFMC,URLLC
HealthCare,120,0.01,20,50,1000,2791,3.30E+07,UFMC,URLLC
HealthCare,100,0.0001,18,30,10500,590,6.50E+07,UFMC,URLLC
HealthCare,100,0.01,15,40,10000,2535,7.50E+06,UFMC,URLLC
HealthCare,180,1.00E-05,20,60,1700,202,5.00E+07,UFMC,URLLC
HealthCare,600,0.01,28,38,10500,2261,7.50E+07,UFMC,URLLC
HealthCare,60,0.01,28,60,1700,2409,3.30E+07,UFMC,URLLC
HealthCare,180,1.00E-06,28,45,17500,2045,4.50E+07,UFMC,URLLC
HealthCare,600,0.01,50,29,300,1800,1.90E+07,UFMC,URLLC
HealthCare,600,0.01,40,50,900,334,6.50E+07,UFMC,URLLC
HealthCare,300,0.01,40,45,10500,205,4.50E+07,UFMC,URLLC
HealthCare,600,1.00E-05,28,60,10500,821,1.80E+07,GFDM,URLLC
HealthCare,240,1.00E-05,40,50,10000,1316,6.50E+07,GFDM,URLLC
HealthCare,60,1.00E-06,40,50,17500,2561,1.90E+07,GFDM,URLLC
HealthCare,60,0.01,40,38,1700,1115,6.50E+07,GFDM,URLLC
HealthCare,600,0.01,15,50,900,114,4.30E+07,GFDM,URLLC
HealthCare,60,0.01,28,50,1000,1029,4.50E+07,GFDM,URLLC
HealthCare,100,0.01,20,38,300,2658,4.50E+07,GFDM,URLLC
HealthCare,100,0.01,25,29,300,1743,1.90E+07,GFDM,URLLC
HealthCare,120,1.00E-06,20,40,10000,1026,4.50E+07,GFDM,URLLC
HealthCare,600,0.01,20,50,900,650,1.90E+07,GFDM,URLLC
HealthCare,300,0.0001,18,29,900,1591,7.70E+07,GFDM,URLLC
HealthCare,300,0.01,40,40,1000,515,3.30E+07,GFDM,URLLC
HealthCare,240,1.00E-05,15,38,17500,2092,1.90E+07,GFDM,URLLC
HealthCare,120,0.01,25,38,1000,139,4.50E+07,GFDM,URLLC
HealthCare,100,0.01,15,50,17500,434,1.90E+07,GFDM,URLLC
HealthCare,100,0.001,50,30,1000,2690,7.50E+06,GFDM,URLLC
HealthCare,100,0.01,15,45,1700,2431,3.30E+07,GFDM,URLLC
HealthCare,120,0.0001,28,29,300,284,4.30E+07,GFDM,URLLC
HealthCare,600,0.0001,40,29,1700,2798,3.70E+07,GFDM,URLLC
HealthCare,100,1.00E-06,40,45,1000,912,7.50E+07,GFDM,URLLC
HealthCare,600,0.01,50,45,900,2044,5.00E+07,GFDM,URLLC
HealthCare,60,0.01,10,50,1700,2460,7.70E+07,GFDM,URLLC
HealthCare,300,1.00E-05,20,60,10000,882,6.50E+07,GFDM,URLLC
HealthCare,100,0.01,50,60,10000,1219,4.50E+07,GFDM,URLLC
HealthCare,120,1.00E-05,50,30,10500,2110,1.80E+07,GFDM,URLLC
HealthCare,600,0.0001,40,40,10500,986,4.50E+07,GFDM,URLLC
HealthCare,60,1.00E-05,40,50,17500,609,4.50E+07,GFDM,URLLC
HealthCare,100,1.00E-05,20,38,1700,2000,6.50E+07,GFDM,URLLC
HealthCare,180,0.01,25,50,10500,376,4.30E+07,GFDM,URLLC
HealthCare,120,1.00E-06,18,40,10500,2355,4.50E+07,GFDM,URLLC
HealthCare,240,0.01,15,38,10500,1113,6.50E+07,GFDM,URLLC
HealthCare,240,0.01,40,29,1000,1475,1.90E+07,GFDM,URLLC
HealthCare,120,1.00E-05,40,30,300,64,3.30E+07,GFDM,URLLC
HealthCare,240,0.01,50,29,1000,2674,7.50E+06,GFDM,URLLC
HealthCare,600,0.001,40,40,17500,399,1.90E+07,GFDM,URLLC
HealthCare,100,1.00E-06,20,30,10000,916,7.70E+07,GFDM,URLLC
HealthCare,240,0.0001,50,38,1700,2272,2.00E+07,GFDM,URLLC
HealthCare,600,0.0001,20,45,300,775,1.00E+07,GFDM,URLLC
HealthCare,300,0.01,20,50,900,2302,1.90E+07,GFDM,URLLC
HealthCare,180,0.01,28,50,900,2669,1.90E+07,GFDM,URLLC
HealthCare,100,0.01,40,50,1700,2867,1.00E+07,GFDM,URLLC
HealthCare,300,1.00E-06,18,29,300,1974,1.00E+07,GFDM,URLLC
HealthCare,180,1.00E-06,15,29,1000,2557,1.90E+07,GFDM,URLLC
HealthCare,240,1.00E-05,40,38,1000,540,4.50E+07,GFDM,URLLC
HealthCare,100,1.00E-06,20,50,10500,2751,4.50E+07,GFDM,URLLC
HealthCare,60,0.001,28,29,10500,2923,2.00E+07,GFDM,URLLC
HealthCare,120,0.01,50,29,900,1958,3.70E+07,GFDM,URLLC
HealthCare,600,0.0001,40,50,1000,2148,1.90E+07,GFDM,URLLC
HealthCare,240,0.0001,28,45,1700,1771,7.50E+07,GFDM,URLLC
HealthCare,100,1.00E-06,28,38,10000,894,3.30E+07,GFDM,URLLC
HealthCare,300,0.01,50,40,900,1580,4.50E+07,GFDM,URLLC
HealthCare,240,0.001,10,50,300,2832,7.50E+07,GFDM,URLLC
HealthCare,600,1.00E-06,28,60,900,995,6.50E+07,GFDM,URLLC
HealthCare,300,0.001,50,50,900,823,6.50E+07,GFDM,URLLC
HealthCare,120,0.01,40,50,300,2929,6.50E+07,GFDM,URLLC
HealthCare,100,1.00E-05,20,29,300,1428,1.00E+07,GFDM,URLLC
HealthCare,240,0.01,20,60,900,2638,7.70E+07,GFDM,URLLC
HealthCare,240,0.01,25,45,1700,2283,1.00E+07,GFDM,URLLC
HealthCare,60,1.00E-05,20,29,900,1830,4.50E+07,GFDM,URLLC
HealthCare,600,1.00E-06,28,38,900,1207,7.50E+06,GFDM,URLLC
HealthCare,240,1.00E-06,50,29,10500,2390,7.70E+07,GFDM,URLLC
HealthCare,600,0.01,40,50,1000,2370,3.30E+07,GFDM,URLLC
HealthCare,60,1.00E-05,40,45,300,2979,7.50E+07,GFDM,URLLC
HealthCare,300,1.00E-05,15,60,10000,506,7.50E+06,GFDM,URLLC
HealthCare,100,1.00E-06,40,40,10000,123,3.30E+07,GFDM,URLLC
HealthCare,600,1.00E-05,50,50,300,889,3.70E+07,GFDM,URLLC
HealthCare,300,0.01,10,30,10500,1500,3.30E+07,GFDM,URLLC
HealthCare,120,1.00E-05,40,60,1700,2600,1.90E+07,GFDM,URLLC
HealthCare,60,0.01,18,40,17500,1549,2.00E+07,GFDM,URLLC
HealthCare,300,1.00E-06,40,29,1000,811,3.70E+07,GFDM,URLLC
HealthCare,240,0.01,10,45,10000,2071,7.50E+07,GFDM,URLLC
HealthCare,600,1.00E-06,50,29,1000,566,2.00E+07,GFDM,URLLC
HealthCare,60,1.00E-06,15,29,10000,1035,1.90E+07,GFDM,URLLC
HealthCare,600,1.00E-05,15,40,1000,273,7.70E+07,GFDM,URLLC
HealthCare,240,1.00E-06,40,40,1000,1122,1.90E+07,GFDM,URLLC
HealthCare,600,0.01,15,40,10500,2437,7.70E+07,GFDM,URLLC
HealthCare,180,1.00E-06,25,50,1700,1642,3.70E+07,GFDM,URLLC
HealthCare,60,0.0001,28,60,300,1256,1.90E+07,GFDM,URLLC
HealthCare,240,0.0001,50,38,1000,2111,1.90E+07,GFDM,URLLC
HealthCare,120,1.00E-05,10,38,300,699,1.90E+07,GFDM,URLLC
HealthCare,60,1.00E-06,25,30,300,667,3.30E+07,GFDM,URLLC
HealthCare,120,1.00E-06,10,30,10000,2153,3.70E+07,GFDM,URLLC
HealthCare,240,0.001,15,40,10000,1132,4.50E+07,GFDM,URLLC
HealthCare,100,1.00E-06,28,40,300,2846,7.50E+06,GFDM,URLLC
HealthCare,100,1.00E-05,40,50,300,1248,1.00E+07,GFDM,URLLC
HealthCare,100,0.01,18,29,10500,134,7.50E+06,GFDM,URLLC
HealthCare,100,0.01,28,40,10500,2133,1.90E+07,GFDM,URLLC
HealthCare,100,1.00E-06,15,30,1700,852,4.50E+07,GFDM,URLLC
HealthCare,240,0.01,40,50,1000,1436,4.50E+07,GFDM,URLLC
HealthCare,300,1.00E-05,25,29,300,2477,3.70E+07,GFDM,URLLC
HealthCare,300,0.0001,25,38,300,161,4.30E+07,GFDM,URLLC
HealthCare,60,0.01,25,30,17500,391,4.50E+07,GFDM,URLLC
HealthCare,180,0.01,20,50,900,2484,1.90E+07,GFDM,eMBB
HealthCare,100,0.01,10,60,300,109,3.70E+07,GFDM,eMBB
HealthCare,600,0.01,15,38,10500,756,4.50E+07,GFDM,eMBB
HealthCare,100,0.01,25,30,1700,445,2.00E+07,GFDM,eMBB
HealthCare,60,1.00E-06,28,50,300,1834,1.80E+07,GFDM,eMBB
HealthCare,120,0.0001,50,29,1000,1539,2.00E+07,GFDM,eMBB
HealthCare,600,0.01,25,50,10000,2177,1.90E+07,GFDM,eMBB
HealthCare,60,0.001,40,50,1700,2196,4.50E+07,GFDM,eMBB
HealthCare,180,1.00E-06,50,29,300,116,7.50E+07,GFDM,eMBB
HealthCare,600,0.001,28,30,900,2010,1.90E+07,GFDM,eMBB
HealthCare,100,1.00E-06,20,45,10000,520,7.50E+07,GFDM,eMBB
HealthCare,300,1.00E-06,28,29,10000,2425,7.70E+07,GFDM,eMBB
HealthCare,240,1.00E-05,10,38,17500,2615,1.00E+07,GFDM,eMBB
HealthCare,60,1.00E-05,50,29,900,2805,7.70E+07,GFDM,eMBB
HealthCare,180,0.01,10,40,10000,744,7.70E+07,GFDM,eMBB
HealthCare,300,1.00E-06,50,60,1700,2808,1.00E+07,GFDM,eMBB
HealthCare,240,0.01,40,40,300,2100,3.30E+07,GFDM,eMBB
HealthCare,180,0.01,20,50,10500,2614,1.00E+07,GFDM,eMBB
HealthCare,100,0.01,20,29,900,2511,3.30E+07,GFDM,eMBB
HealthCare,100,0.01,20,29,10500,181,4.30E+07,GFDM,eMBB
HealthCare,60,1.00E-06,50,38,10500,2921,1.90E+07,GFDM,eMBB
HealthCare,600,0.01,40,38,1000,1574,7.50E+07,GFDM,eMBB
HealthCare,240,1.00E-05,40,50,1000,1514,1.80E+07,GFDM,eMBB
HealthCare,60,0.01,20,40,1700,1016,1.00E+07,GFDM,eMBB
HealthCare,120,1.00E-06,18,40,1700,2710,1.80E+07,GFDM,eMBB
HealthCare,600,1.00E-05,40,38,1700,2402,4.30E+07,GFDM,eMBB
HealthCare,240,0.01,28,50,900,2878,6.50E+07,GFDM,eMBB
HealthCare,60,0.01,25,29,1000,1993,4.30E+07,GFDM,eMBB
HealthCare,240,0.0001,25,60,1000,2598,1.90E+07,GFDM,eMBB
HealthCare,240,0.01,40,45,300,2824,4.50E+07,GFDM,eMBB
HealthCare,300,0.01,50,38,17500,2696,1.90E+07,GFDM,eMBB
HealthCare,600,1.00E-06,28,29,1000,2079,2.00E+07,GFDM,eMBB
HealthCare,60,1.00E-05,40,30,1700,206,3.30E+07,GFDM,eMBB
HealthCare,180,0.01,25,40,17500,1306,1.80E+07,GFDM,eMBB
HealthCare,60,1.00E-05,40,29,1000,233,2.00E+07,GFDM,eMBB
HealthCare,60,0.001,15,40,10000,1650,4.30E+07,GFDM,eMBB
HealthCare,60,1.00E-05,25,45,10500,1587,3.30E+07,GFDM,eMBB
HealthCare,300,0.01,50,45,900,1477,3.30E+07,GFDM,eMBB
HealthCare,240,0.01,15,29,900,1710,1.00E+07,GFDM,eMBB
HealthCare,100,1.00E-05,10,30,300,1832,4.50E+07,GFDM,eMBB
HealthCare,300,0.01,40,29,1000,2765,1.90E+07,GFDM,eMBB
HealthCare,60,0.0001,28,60,10000,260,7.70E+07,GFDM,eMBB
HealthCare,600,0.01,50,30,1000,1420,4.30E+07,GFDM,eMBB
HealthCare,180,1.00E-05,40,38,17500,2587,4.30E+07,GFDM,eMBB
HealthCare,240,0.01,10,45,17500,146,2.00E+07,GFDM,eMBB
HealthCare,600,1.00E-06,25,40,900,2194,3.30E+07,GFDM,eMBB
HealthCare,300,1.00E-06,28,50,10500,61,3.70E+07,GFDM,eMBB
HealthCare,240,0.0001,50,50,300,2373,1.00E+07,GFDM,eMBB
HealthCare,180,0.01,10,29,10000,568,2.00E+07,GFDM,eMBB
HealthCare,300,1.00E-05,10,38,900,428,7.50E+07,GFDM,eMBB
HealthCare,600,1.00E-06,25,40,900,1287,1.90E+07,GFDM,eMBB
HealthCare,120,0.01,15,38,1700,2028,4.50E+07,GFDM,eMBB
HealthCare,240,1.00E-06,10,60,900,424,6.50E+07,GFDM,eMBB
HealthCare,120,0.01,20,40,10500,1373,1.90E+07,GFDM,eMBB
HealthCare,300,0.01,20,60,17500,899,1.90E+07,GFDM,eMBB
HealthCare,120,1.00E-05,50,45,900,2000,3.30E+07,GFDM,eMBB
HealthCare,240,0.0001,50,50,1700,1069,1.90E+07,GFDM,eMBB
HealthCare,300,0.01,15,29,900,2159,7.70E+07,GFDM,eMBB
HealthCare,180,0.01,40,38,1000,1174,1.90E+07,GFDM,eMBB
HealthCare,300,1.00E-06,40,60,300,2064,1.90E+07,GFDM,eMBB
HealthCare,120,1.00E-06,20,38,10000,1290,4.30E+07,GFDM,eMBB
HealthCare,300,1.00E-06,25,29,300,83,4.50E+07,GFDM,eMBB
HealthCare,60,1.00E-05,50,40,1700,1858,4.50E+07,GFDM,eMBB
HealthCare,120,1.00E-06,40,30,1700,1169,4.50E+07,GFDM,eMBB
HealthCare,100,0.01,40,30,10500,2851,1.00E+07,GFDM,eMBB
HealthCare,240,0.01,40,38,10000,1836,2.00E+07,GFDM,eMBB
HealthCare,240,1.00E-06,20,45,17500,219,4.30E+07,GFDM,eMBB
HealthCare,240,1.00E-06,25,29,10500,2191,7.50E+07,GFDM,eMBB
HealthCare,240,0.01,15,50,1000,999,1.00E+07,GFDM,eMBB
HealthCare,100,0.01,25,45,1000,1888,4.50E+07,GFDM,eMBB
HealthCare,240,1.00E-05,50,60,900,2428,7.70E+07,GFDM,eMBB
HealthCare,100,0.01,20,50,300,288,3.70E+07,GFDM,eMBB
HealthCare,60,0.001,50,40,1000,68,1.80E+07,GFDM,eMBB
HealthCare,120,1.00E-06,20,30,10500,1416,4.50E+07,GFDM,eMBB
HealthCare,300,1.00E-05,40,38,17500,1120,1.80E+07,GFDM,eMBB
HealthCare,600,0.0001,40,45,1000,976,1.80E+07,GFDM,eMBB
HealthCare,60,1.00E-05,15,38,1000,1962,6.50E+07,GFDM,eMBB
HealthCare,100,1.00E-06,10,30,1000,357,4.50E+07,GFDM,eMBB
HealthCare,240,1.00E-05,50,38,900,2151,7.50E+06,GFDM,eMBB
HealthCare,60,0.0001,50,29,1000,2207,4.50E+07,GFDM,eMBB
HealthCare,60,1.00E-06,50,38,1700,1054,3.70E+07,GFDM,eMBB
HealthCare,240,0.0001,25,50,1700,2173,3.30E+07,GFDM,eMBB
HealthCare,120,1.00E-06,10,50,1700,1595,4.50E+07,GFDM,eMBB
HealthCare,60,0.01,40,50,1700,1271,3.70E+07,GFDM,eMBB
HealthCare,120,1.00E-06,28,29,10000,1491,7.50E+07,GFDM,eMBB
HealthCare,60,0.01,28,50,900,2275,4.50E+07,GFDM,eMBB
HealthCare,240,1.00E-06,20,38,1700,1019,7.50E+07,GFDM,eMBB
HealthCare,100,1.00E-05,10,30,10500,2123,7.70E+07,GFDM,eMBB
HealthCare,60,1.00E-05,50,30,300,1840,3.30E+07,GFDM,eMBB
HealthCare,180,0.01,40,38,10000,2662,2.00E+07,GFDM,eMBB
HealthCare,240,0.01,28,50,1000,425,3.30E+07,GFDM,eMBB
HealthCare,600,0.01,20,50,17500,1619,4.50E+07,GFDM,eMBB
HealthCare,100,1.00E-06,50,40,900,2060,7.70E+07,GFDM,eMBB
HealthCare,600,0.01,10,30,900,362,3.70E+07,GFDM,eMBB
HealthCare,60,1.00E-06,18,38,300,2521,1.00E+07,GFDM,eMBB
HealthCare,60,1.00E-05,28,50,17500,432,7.50E+07,GFDM,eMBB
HealthCare,240,1.00E-06,28,38,10500,101,3.30E+07,GFDM,eMBB
HealthCare,240,0.01,40,29,300,902,1.90E+07,GFDM,eMBB
HealthCare,240,1.00E-06,40,50,10000,532,6.50E+07,GFDM,eMBB
HealthCare,180,1.00E-05,20,40,1000,2080,7.70E+07,GFDM,eMBB
HealthCare,240,0.001,40,60,1000,884,4.50E+07,GFDM,eMBB
HealthCare,60,0.01,20,50,900,1889,4.50E+07,GFDM,eMBB
HealthCare,120,0.01,20,38,10500,1641,1.00E+07,GFDM,eMBB
HealthCare,600,0.0001,50,29,1000,1728,4.30E+07,GFDM,eMBB
HealthCare,300,1.00E-06,20,50,900,2298,7.50E+06,GFDM,eMBB
HealthCare,100,0.0001,40,29,10500,1931,3.70E+07,GFDM,eMBB
HealthCare,600,0.01,28,50,900,777,4.50E+07,GFDM,eMBB
HealthCare,180,1.00E-06,50,40,900,2292,1.90E+07,GFDM,eMBB
HealthCare,60,1.00E-06,10,50,10500,599,4.50E+07,GFDM,eMBB
HealthCare,60,1.00E-05,50,38,300,787,1.80E+07,GFDM,eMBB
HealthCare,100,0.01,50,40,900,51,1.80E+07,GFDM,eMBB
HealthCare,600,0.01,50,60,1700,1232,1.80E+07,GFDM,eMBB
HealthCare,240,1.00E-05,10,30,1000,1498,7.70E+07,GFDM,eMBB
HealthCare,120,0.01,10,30,300,2653,7.70E+07,GFDM,mMTC
HealthCare,240,1.00E-05,10,45,17500,2767,4.50E+07,GFDM,mMTC
HealthCare,60,1.00E-05,50,40,10000,1004,1.90E+07,GFDM,mMTC
HealthCare,240,1.00E-06,20,50,1000,170,4.50E+07,GFDM,mMTC
HealthCare,300,0.0001,20,50,900,2000,4.50E+07,GFDM,mMTC
HealthCare,100,0.01,20,60,10000,2572,4.50E+07,GFDM,mMTC
HealthCare,600,0.0001,20,40,10500,2360,1.00E+07,GFDM,mMTC
HealthCare,120,0.01,20,30,1000,2779,7.70E+07,GFDM,mMTC
HealthCare,60,0.01,50,38,1700,2377,3.70E+07,GFDM,mMTC
HealthCare,100,0.01,28,38,1700,1415,4.50E+07,GFDM,mMTC
HealthCare,300,0.001,10,60,10500,728,1.90E+07,GFDM,mMTC
HealthCare,60,0.01,40,30,1000,313,1.90E+07,GFDM,mMTC
HealthCare,240,0.01,15,60,1000,1755,4.50E+07,GFDM,mMTC
HealthCare,300,0.01,15,38,300,236,4.50E+07,GFDM,mMTC
HealthCare,600,0.01,40,29,900,2730,1.90E+07,GFDM,mMTC
HealthCare,240,1.00E-06,28,40,1700,1084,4.30E+07,GFDM,mMTC
HealthCare,100,0.01,40,50,10000,1086,4.50E+07,GFDM,mMTC
HealthCare,600,1.00E-06,25,38,10500,430,4.50E+07,GFDM,mMTC
HealthCare,300,0.01,50,40,900,1527,3.30E+07,GFDM,mMTC
HealthCare,300,0.001,10,30,1000,696,1.80E+07,GFDM,mMTC
HealthCare,60,1.00E-06,28,29,10500,932,4.50E+07,GFDM,mMTC
HealthCare,180,1.00E-06,40,45,1700,2837,3.70E+07,GFDM,mMTC
HealthCare,100,0.0001,40,60,17500,473,1.90E+07,GFDM,mMTC
HealthCare,60,0.01,20,60,900,574,3.70E+07,GFDM,mMTC
HealthCare,100,0.001,40,38,10000,1929,3.30E+07,GFDM,mMTC
HealthCare,300,0.01,40,60,300,611,3.70E+07,GFDM,mMTC
HealthCare,300,1.00E-05,50,29,1000,2317,7.50E+06,GFDM,mMTC
HealthCare,60,1.00E-05,10,40,1000,648,1.80E+07,GFDM,mMTC
HealthCare,600,0.001,50,38,1000,724,6.50E+07,GFDM,mMTC
HealthCare,300,1.00E-06,40,38,17500,2574,4.30E+07,GFDM,mMTC
HealthCare,300,1.00E-05,50,45,900,859,7.70E+07,GFDM,mMTC
HealthCare,120,1.00E-06,25,40,300,754,7.50E+07,GFDM,mMTC
HealthCare,240,0.01,50,60,10500,2781,7.70E+07,GFDM,mMTC
HealthCare,100,0.01,28,38,10500,141,1.80E+07,GFDM,mMTC
HealthCare,240,0.01,15,29,10500,193,4.30E+07,GFDM,mMTC
HealthCare,120,0.01,40,45,10500,1213,7.50E+07,GFDM,mMTC
HealthCare,180,1.00E-05,25,50,300,584,1.90E+07,GFDM,mMTC
HealthCare,180,0.01,25,40,900,2268,1.00E+07,GFDM,mMTC
HealthCare,60,1.00E-06,50,50,900,2792,2.00E+07,GFDM,mMTC
HealthCare,300,1.00E-06,50,40,10000,2135,7.70E+07,GFDM,mMTC
HealthCare,600,0.01,20,40,300,2131,1.90E+07,GFDM,mMTC
HealthCare,300,1.00E-06,40,29,17500,1032,4.50E+07,GFDM,mMTC
HealthCare,100,1.00E-06,15,45,10000,2410,1.00E+07,GFDM,mMTC
HealthCare,300,1.00E-06,10,40,17500,2944,7.50E+07,GFDM,mMTC
HealthCare,60,0.0001,50,29,1700,2218,4.30E+07,GFDM,mMTC
TansportationDevices,100,0.01,10,30,1700,2093,6.50E+07,GFDM,mMTC
TansportationDevices,100,1.00E-05,50,38,10000,2774,1.80E+07,GFDM,mMTC
TansportationDevices,120,0.01,50,30,300,691,4.50E+07,GFDM,mMTC
TansportationDevices,600,1.00E-05,50,38,900,254,4.30E+07,GFDM,mMTC
TansportationDevices,240,0.001,25,38,900,1110,4.30E+07,GFDM,mMTC
TansportationDevices,300,0.01,20,45,1700,1919,7.70E+07,GFDM,mMTC
TansportationDevices,300,1.00E-05,20,30,1700,330,4.50E+07,GFDM,mMTC
TansportationDevices,240,1.00E-06,50,50,1000,1842,4.50E+07,GFDM,mMTC
TansportationDevices,60,1.00E-06,50,50,300,2714,3.30E+07,GFDM,mMTC
TansportationDevices,100,0.01,40,38,17500,1180,1.90E+07,GFDM,mMTC
TansportationDevices,100,1.00E-05,40,30,300,1545,4.50E+07,GFDM,mMTC
TansportationDevices,60,0.0001,20,29,1700,1401,4.50E+07,GFDM,mMTC
TansportationDevices,100,1.00E-06,20,40,10500,124,3.30E+07,GFDM,mMTC
TansportationDevices,100,0.01,50,40,1000,2663,4.30E+07,GFDM,mMTC
TansportationDevices,60,1.00E-05,20,40,10500,1883,7.50E+06,GFDM,mMTC
TansportationDevices,300,0.01,15,38,900,2129,1.80E+07,GFDM,mMTC
TansportationDevices,180,1.00E-06,28,50,1000,1149,1.00E+07,GFDM,URLLC
TansportationDevices,120,0.0001,25,50,900,2606,7.50E+07,GFDM,URLLC
TansportationDevices,180,0.01,10,50,1700,641,4.50E+07,GFDM,URLLC
TansportationDevices,240,1.00E-06,25,30,10500,496,1.80E+07,GFDM,URLLC
TansportationDevices,300,1.00E-06,25,38,1700,1918,1.90E+07,GFDM,URLLC
TansportationDevices,180,0.001,28,60,1000,2012,4.50E+07,GFDM,URLLC
TansportationDevices,600,1.00E-06,50,30,1700,926,1.90E+07,GFDM,URLLC
TansportationDevices,100,0.001,25,29,10000,924,7.70E+07,GFDM,URLLC
TansportationDevices,300,0.01,28,40,10500,2361,1.90E+07,GFDM,URLLC
TansportationDevices,180,0.001,20,29,900,983,7.50E+06,GFDM,URLLC
TansportationDevices,100,0.01,15,60,1700,1670,4.50E+07,GFDM,URLLC
TansportationDevices,600,0.01,20,29,1700,1483,7.70E+07,GFDM,URLLC
TansportationDevices,120,0.01,10,38,900,2931,7.50E+07,GFDM,URLLC
TansportationDevices,300,0.01,20,29,300,2758,7.50E+07,GFDM,URLLC
TansportationDevices,300,1.00E-05,25,50,1000,2924,7.70E+07,GFDM,URLLC
TansportationDevices,60,0.01,50,50,1700,722,4.50E+07,GFDM,URLLC
TansportationDevices,240,0.01,28,30,10500,2631,1.00E+07,GFDM,URLLC
TansportationDevices,60,0.01,50,45,300,2105,3.70E+07,GFDM,URLLC
TansportationDevices,300,0.01,28,29,300,52,3.70E+07,GFDM,URLLC
TansportationDevices,60,1.00E-06,15,30,900,922,7.70E+07,GFDM,URLLC
TansportationDevices,100,1.00E-06,50,50,10500,245,4.50E+07,GFDM,URLLC
TansportationDevices,300,1.00E-06,25,29,10000,1904,4.50E+07,GFDM,URLLC
TansportationDevices,100,0.01,40,40,17500,2875,7.50E+06,fOFDM,URLLC
TansportationDevices,120,1.00E-06,20,30,1000,2363,1.90E+07,fOFDM,URLLC
